Category,Resume
Testing Engineer,"Professional with 4 years of experience in technology domain. Skilled in Regression Testing, Bug Tracking, Test Cases, Manual Testing, SQL, Stored Procedures. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 2 years of experience in technology domain. Skilled in Regression Testing, Test Cases, Manual Testing, Bug Tracking, DevOps, Virtual Machines. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 7 years of experience in technology domain. Skilled in Test Cases, Regression Testing, Bug Tracking, Manual Testing, User Research, Wireframes. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 7 years of experience in technology domain. Skilled in Regression Testing, Manual Testing, Test Cases, Bug Tracking, JavaScript, MongoDB. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 1 years of experience in technology domain. Skilled in Test Cases, Regression Testing, Bug Tracking, Manual Testing, Azure, Virtual Machines. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 5 years of experience in technology domain. Skilled in Regression Testing, Test Cases, Bug Tracking, Manual Testing, Model Monitoring, CI/CD. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 5 years of experience in technology domain. Skilled in Regression Testing, Manual Testing, Test Cases, Bug Tracking, PyTorch, Feature Engineering. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 1 years of experience in technology domain. Skilled in Bug Tracking, Manual Testing, Regression Testing, Test Cases, React, MongoDB. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 4 years of experience in technology domain. Skilled in Manual Testing, Bug Tracking, Test Cases, Regression Testing, Visualization, Machine Learning. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 10 years of experience in technology domain. Skilled in Test Cases, Bug Tracking, Manual Testing, Regression Testing, Python, Flask. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 10 years of experience in technology domain. Skilled in Test Cases, Regression Testing, Bug Tracking, Manual Testing, JavaScript, React. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 4 years of experience in technology domain. Skilled in Manual Testing, Test Cases, Regression Testing, Bug Tracking, React, JavaScript. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 2 years of experience in technology domain. Skilled in Manual Testing, Regression Testing, Test Cases, Bug Tracking, Data Structures, APIs. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 3 years of experience in technology domain. Skilled in Test Cases, Regression Testing, Bug Tracking, Manual Testing, HTML, Node.js. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 9 years of experience in technology domain. Skilled in Regression Testing, Manual Testing, Test Cases, Bug Tracking, Java, REST APIs. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 5 years of experience in technology domain. Skilled in Manual Testing, Regression Testing, Test Cases, Bug Tracking, User Research, Wireframes. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 5 years of experience in technology domain. Skilled in Regression Testing, Manual Testing, Test Cases, Bug Tracking, Spring Boot, REST APIs. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 1 years of experience in technology domain. Skilled in Test Cases, Manual Testing, Regression Testing, Bug Tracking, Stored Procedures, SQL. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 6 years of experience in technology domain. Skilled in Manual Testing, Bug Tracking, Regression Testing, Test Cases, Docker, Azure. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 2 years of experience in technology domain. Skilled in Manual Testing, Regression Testing, Bug Tracking, Test Cases, React, JavaScript. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 8 years of experience in technology domain. Skilled in Regression Testing, Test Cases, Bug Tracking, Manual Testing, Responsive Design, React. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 3 years of experience in technology domain. Skilled in Regression Testing, Test Cases, Bug Tracking, Manual Testing, Stored Procedures, Database Design. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 8 years of experience in technology domain. Skilled in Manual Testing, Test Cases, Regression Testing, Bug Tracking, Requirement Gathering, SQL. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 8 years of experience in technology domain. Skilled in Test Cases, Bug Tracking, Manual Testing, Regression Testing, PyTorch, Scikit-learn. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 6 years of experience in technology domain. Skilled in Regression Testing, Test Cases, Bug Tracking, Manual Testing, JavaScript, Responsive Design. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 9 years of experience in technology domain. Skilled in Test Cases, Manual Testing, Regression Testing, Bug Tracking, Pandas, Machine Learning. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 9 years of experience in technology domain. Skilled in Manual Testing, Bug Tracking, Regression Testing, Test Cases, Risk Assessment, Penetration Testing. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 6 years of experience in technology domain. Skilled in Test Cases, Manual Testing, Bug Tracking, Regression Testing, EC2, S3. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 10 years of experience in technology domain. Skilled in Bug Tracking, Test Cases, Regression Testing, Manual Testing, Automation Framework, Selenium. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 5 years of experience in technology domain. Skilled in Manual Testing, Test Cases, Bug Tracking, Regression Testing, CloudFormation, AWS. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 4 years of experience in technology domain. Skilled in Regression Testing, Test Cases, Bug Tracking, Manual Testing, SIEM, Penetration Testing. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 1 years of experience in technology domain. Skilled in Regression Testing, Bug Tracking, Manual Testing, Test Cases, Python, NumPy. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 10 years of experience in technology domain. Skilled in Bug Tracking, Regression Testing, Manual Testing, Test Cases, Node.js, CSS. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 4 years of experience in technology domain. Skilled in Test Cases, Manual Testing, Regression Testing, Bug Tracking, EC2, AWS. Worked on cross-functional technology stacks."
Testing Engineer,"Professional with 7 years of experience in technology domain. Skilled in Manual Testing, Regression Testing, Test Cases, Bug Tracking, SQL, Statistics. Worked on cross-functional technology stacks."
